Record_ID,Year,Season,Crop,State,Farm_Size_Category,Area_Hectares,Soil_Type,Soil_pH,Seed_Variety,Irrigation_Method,Rainfall_mm,Temperature_C,Humidity_pct,Fertilizer_kg_per_ha,Pesticide_kg_per_ha,Water_Usage_mm,Water_Efficiency,Labor_Hours_per_ha,Yield_tonnes_per_ha,Production_tonnes,Market_Price_per_ton,Storage_Loss_pct,Revenue_INR,Cost_INR,Profit_INR,Disease_Incidence_pct,Pest_Incidence_pct
2206,2021,Zaid,Maize,Jharkhand,Small,1.13,Clay,6.76,Traditional,,132.4,31.8,42.5,118.0,1.58,283.7,1.574,449.0,4.465,5.05,1833.9,4.99,8799.15,60882.29,-52083.14,30.9,32.5
2207,2021,Zaid,Barley,Odisha,Medium,3.32,Black,6.7,Traditional,Canal,158.1,35.3,49.0,109.5,4.35,286.3,1.277,323.0,3.655,12.14,1400.2,8.27,15592.52,144004.79,-128412.27,33.2,20.7
2208,2022,Kharif,Groundnut,Uttar Pradesh,Medium,1.42,Loamy,6.19,Traditional,Rainfed,748.4,29.6,83.4,,4.14,310.1,1.197,340.0,3.713,5.27,1796.7,5.74,8924.94,78332.95,-69408.01,43.4,43.0
2209,2024,Kharif,Wheat,Uttar Pradesh,Small,6.53,Sandy,6.75,High-Yield Variety,Rainfed,,29.0,74.7,230.0,4.43,337.7,1.146,345.0,3.87,25.27,1825.8,4.78,43934.2,319041.89,-275107.69,42.9,37.3
2210,2023,Rabi,Mustard,West Bengal,Small,1.68,Black,6.99,High-Yield Variety,Rainfed,240.7,19.5,63.0,152.2,2.58,174.1,1.436,277.0,2.501,4.2,2118.0,7.29,8247.21,74205.18,-65957.97,13.9,9.3
2211,2023,Rabi,Wheat,Bihar,Small,4.17,Black,6.88,Traditional,Borewell,190.9,21.2,80.1,117.8,2.36,312.3,1.575,306.0,4.919,20.51,2044.7,6.5,39212.19,184048.05,-144835.86,33.1,21.1
2212,2021,Rabi,Barley,Assam,Medium,3.75,Alluvial,6.4,Traditional,Borewell,245.3,20.7,50.8,150.8,1.75,386.9,1.142,345.0,4.416,16.56,1866.3,5.42,29230.81,166673.58,-137442.77,24.9,20.7
2213,2021,Kharif,Barley,Odisha,Small,3.22,Alluvial,5.88,High-Yield Variety,Rainfed,737.5,31.7,75.8,180.6,3.89,292.5,1.124,321.0,3.286,10.58,1907.3,7.45,18675.25,157562.94,-138887.69,55.5,39.9
2214,2022,Rabi,Wheat,Bihar,Small,2.72,Loamy,6.71,High-Yield Variety,Borewell,240.0,20.0,51.3,129.0,5.87,391.6,1.242,348.0,4.863,13.23,2037.0,1.64,26508.14,122716.79,-96208.65,11.6,10.1
2215,2024,Zaid,Maize,Jharkhand,Small,1.21,Clay,6.86,Traditional,Rainfed,31.4,36.7,40.4,119.1,2.99,83.7,3.73,219.0,3.121,3.78,,9.03,5465.34,54100.43,-48635.09,38.4,34.2
2216,2022,Rabi,Barley,Odisha,Small,2.9,Alluvial,6.27,High-Yield Variety,Canal,215.6,24.7,58.5,84.3,4.96,402.3,1.021,383.0,4.108,11.91,1936.2,5.03,21900.69,137615.18,-115714.49,13.1,12.8
2217,2023,Kharif,Wheat,Assam,Medium,2.14,Loamy,6.44,Traditional,Sprinkler,748.8,27.8,74.3,130.8,2.57,400.3,1.336,478.0,5.349,11.45,1980.1,7.17,21046.23,112149.52,-91103.29,26.8,23.7
2218,2023,Kharif,Wheat,Chhattisgarh,Small,2.26,Clay,6.16,High-Yield Variety,Drip,726.1,29.8,87.7,117.3,2.87,314.9,1.882,420.0,5.927,13.39,1667.7,10.76,19928.25,114100.17,-94171.92,39.7,30.2
2219,2021,Rabi,Barley,Bihar,Medium,2.11,Black,6.18,High-Yield Variety,Canal,281.0,24.9,56.6,117.0,1.75,379.0,1.157,320.0,4.385,9.25,1827.8,5.06,16050.92,102980.28,-86929.36,9.6,6.3
2220,2022,Kharif,Mustard,Jharkhand,Medium,1.98,Black,7.17,High-Yield Variety,Rainfed,884.5,27.7,75.2,188.0,3.4,309.6,0.901,365.0,2.791,5.53,1719.1,3.03,9218.92,102593.85,-93374.93,36.4,25.5
2221,2022,Kharif,Barley,Odisha,Small,1.88,Clay,6.04,High-Yield Variety,Canal,724.5,28.2,69.8,133.9,4.18,497.3,1.017,345.0,5.058,9.51,1850.2,0.77,17458.99,85885.85,-68426.86,28.6,18.4
2222,2022,Rabi,Soybean,West Bengal,Small,1.52,Clay,5.87,Traditional,Borewell,210.2,18.4,49.7,144.4,2.17,386.4,1.044,365.0,4.033,6.13,2032.8,5.58,11765.8,71753.0,-59987.2,27.9,24.7
2223,2023,Kharif,Rice,Punjab,Large,2.65,Sandy,6.72,High-Yield Variety,Borewell,745.1,25.7,75.3,100.7,2.72,589.8,1.115,395.0,6.574,17.42,1795.4,5.04,29698.96,132239.33,-102540.37,30.0,32.1
2224,2024,Rabi,Maize,Chhattisgarh,Small,2.58,Loamy,7.19,Traditional,Borewell,219.2,20.5,53.7,124.3,3.84,388.6,1.538,312.0,5.976,15.42,2152.0,9.19,30135.2,117730.26,-87595.06,21.5,17.6
2225,2022,Zaid,Rice,West Bengal,Small,4.24,Sandy,6.8,High-Yield Variety,Borewell,101.4,40.5,62.3,146.1,4.4,331.1,1.248,213.0,4.131,17.52,,4.39,25947.87,172632.34,-146684.47,16.7,11.7
2226,2021,Kharif,Soybean,Punjab,Large,2.41,Loamy,6.38,Traditional,Rainfed,691.5,24.1,85.8,142.1,4.72,291.8,1.407,390.0,4.106,9.9,1812.3,9.44,16248.4,121256.96,-105008.56,49.9,39.0
2227,2023,Zaid,Soybean,Odisha,Small,1.52,Black,5.6,High-Yield Variety,Drip,91.6,33.4,42.1,142.3,3.76,167.2,1.66,232.0,2.777,4.22,2076.3,8.03,8057.99,70693.15,-62635.16,34.7,34.3
2228,2022,Rabi,Soybean,Punjab,Large,3.79,Black,6.15,High-Yield Variety,Rainfed,253.1,19.1,50.8,122.1,4.72,191.7,1.508,348.0,2.891,10.96,2120.5,7.24,21556.69,163117.88,-141561.19,19.8,19.7
2229,2023,Kharif,Maize,Uttar Pradesh,Small,2.34,Sandy,6.58,High-Yield Variety,Rainfed,869.4,28.5,77.6,127.8,2.75,278.9,1.714,274.0,4.781,11.19,,6.29,17318.13,121462.5,-104144.37,40.5,43.1
2230,2021,Rabi,Wheat,Bihar,Medium,1.11,Clay,6.42,High-Yield Variety,Sprinkler,205.8,22.1,60.6,151.6,2.45,234.1,2.228,429.0,5.215,5.79,1964.0,5.79,10713.56,64415.34,-53701.78,30.7,31.7
2231,2023,Zaid,Wheat,Chhattisgarh,Small,3.99,Loamy,6.7,High-Yield Variety,Sprinkler,159.4,34.1,40.6,141.6,2.31,290.0,1.33,313.0,3.858,15.39,1828.2,11.18,24991.76,160776.71,-135784.95,22.3,20.8
2232,2024,Kharif,Sugarcane,Punjab,Small,3.15,Clay,6.7,Traditional,Rainfed,794.7,28.7,75.7,108.3,3.1,261.7,10.747,359.0,28.124,88.59,1919.3,4.75,161960.6,156887.63,5072.97,44.4,41.0
2233,2024,Rabi,Rice,Bihar,Large,3.58,Sandy,,High-Yield Variety,Drip,229.4,20.3,60.2,97.5,1.99,184.9,3.279,132.0,6.063,21.71,2194.3,0.5,47400.03,149964.88,-102564.85,17.4,11.1
2234,2022,Kharif,Barley,Bihar,Medium,1.16,Loamy,6.3,High-Yield Variety,Rainfed,737.5,28.2,78.6,132.1,3.87,253.5,1.506,244.0,3.817,4.43,1913.7,6.9,7893.28,60764.68,-52871.4,36.3,31.3
2235,2022,Zaid,Maize,Uttar Pradesh,Medium,1.5,Black,6.71,High-Yield Variety,Canal,89.5,32.0,47.9,132.2,2.79,289.7,1.816,174.0,5.26,7.89,1428.3,5.09,10695.13,66992.4,-56297.27,42.2,40.4
2236,2022,Kharif,Rice,Odisha,Small,7.54,Clay,5.92,Traditional,Drip,769.2,30.8,66.8,144.7,2.4,322.2,1.977,410.0,6.369,48.03,,12.84,72020.83,364246.71,-292225.88,51.7,54.4
2237,2023,Zaid,Sugarcane,Uttar Pradesh,Medium,1.04,Sandy,6.04,Traditional,Canal,110.8,34.8,44.0,150.5,2.26,251.0,9.686,223.0,24.309,25.28,1685.6,5.37,40323.78,45197.16,-4873.38,22.9,18.1
2238,2023,Kharif,Soybean,Jharkhand,Medium,2.55,Loamy,7.29,Traditional,Borewell,787.2,23.7,78.6,154.1,3.9,423.3,1.038,333.0,4.393,11.2,1932.0,7.22,20077.14,126810.54,-106733.4,32.1,25.4
2239,2024,Rabi,Maize,Punjab,Small,1.88,Black,6.85,High-Yield Variety,Borewell,190.8,19.0,51.8,152.9,2.14,431.6,1.163,342.0,5.018,9.43,2184.4,11.84,18160.62,93241.35,-75080.73,18.0,14.4
2240,2024,Kharif,Soybean,Assam,Small,2.81,Loamy,6.86,High-Yield Variety,Canal,865.1,27.3,85.8,142.9,4.43,550.0,0.797,273.0,4.383,12.32,1590.6,6.97,18230.96,147455.93,-129224.97,52.1,32.9
2241,2024,Kharif,Sugarcane,Bihar,Medium,1.22,Alluvial,6.67,High-Yield Variety,Borewell,720.9,28.5,84.4,146.1,4.17,503.7,6.781,314.0,34.153,41.67,1941.9,6.22,75889.69,74186.35,1703.34,47.0,37.3
2242,2021,Kharif,Sugarcane,Punjab,Medium,1.6,Loamy,7.08,Traditional,Drip,682.3,31.1,83.5,119.4,3.47,297.8,13.367,224.0,39.812,63.7,,6.95,126613.4,85944.01,40669.39,33.8,29.1
2243,2023,Rabi,Soybean,Uttar Pradesh,Large,1.09,Black,6.4,High-Yield Variety,Canal,296.1,18.4,58.5,140.4,1.63,298.5,1.343,397.0,4.008,4.37,2042.0,5.5,8432.99,53413.87,-44980.88,29.6,31.5
2244,2021,Kharif,Barley,Bihar,Small,2.4,Clay,5.67,High-Yield Variety,Rainfed,763.7,24.9,94.4,146.0,3.75,269.0,1.279,130.0,3.439,8.25,1597.8,4.71,12561.3,109371.23,-96809.93,48.5,31.4
2245,2024,Kharif,Soybean,Assam,Large,2.7,Loamy,6.3,High-Yield Variety,Drip,717.9,26.9,75.5,140.6,3.99,325.1,1.515,392.0,4.924,13.29,1759.3,7.93,21526.11,136140.77,-114614.66,41.3,40.7
2246,2023,Rabi,Barley,Uttar Pradesh,Large,2.83,Loamy,7.49,High-Yield Variety,Drip,191.3,21.2,59.7,146.8,3.09,269.2,2.06,328.0,5.545,15.69,2003.4,1.73,30888.02,130022.54,-99134.52,21.8,19.4
2247,2021,Kharif,Wheat,Punjab,Large,2.54,Sandy,6.5,High-Yield Variety,Canal,844.0,33.2,83.0,134.5,4.23,531.8,0.853,199.0,4.537,11.52,1975.1,3.82,21884.22,124687.07,-102802.85,42.2,39.1
2248,2021,Zaid,Maize,West Bengal,Small,3.26,Alluvial,6.61,Traditional,Canal,31.9,35.2,51.8,113.1,1.41,191.0,2.828,323.0,5.401,17.61,1543.1,9.54,24582.41,136894.68,-112312.27,36.9,39.7
2249,2024,Rabi,Barley,West Bengal,Large,1.04,Black,5.7,High-Yield Variety,,121.2,19.1,53.6,108.4,4.09,353.4,1.013,250.0,3.579,3.72,2046.1,9.0,6926.69,55680.95,-48754.26,18.0,14.4
2250,2021,Rabi,Wheat,Odisha,Small,4.88,Black,6.91,High-Yield Variety,Canal,161.8,20.0,42.0,105.3,3.78,331.7,1.518,330.0,5.037,24.58,2122.2,11.73,46046.13,213119.36,-167073.23,23.8,14.5
2251,2022,Rabi,Groundnut,Bihar,Medium,2.49,Loamy,7.18,Traditional,Canal,279.9,21.6,51.4,104.0,5.43,287.2,1.507,476.0,4.329,10.78,2156.0,6.95,21626.29,116998.53,-95372.24,11.5,10.2
2252,2024,Rabi,Soybean,Jharkhand,Small,1.43,Alluvial,6.11,High-Yield Variety,Canal,237.2,24.0,54.0,158.5,2.17,267.5,1.435,294.0,3.838,5.49,2130.6,11.55,10345.6,69901.07,-59555.47,18.6,17.3
2253,2024,Zaid,Wheat,Chhattisgarh,Medium,2.54,Alluvial,7.16,High-Yield Variety,Borewell,152.8,29.6,50.2,110.8,4.88,364.1,1.079,361.0,3.929,9.98,1693.5,3.32,16339.49,109849.72,-93510.23,32.9,20.7
2254,2023,Zaid,Maize,West Bengal,Medium,1.57,Sandy,7.25,High-Yield Variety,Canal,215.2,35.0,50.3,96.6,0.36,337.0,1.715,298.0,5.78,9.08,1754.3,4.69,15182.36,63949.15,-48766.79,10.9,11.0
2255,2021,Kharif,Soybean,Uttar Pradesh,Small,1.08,Alluvial,7.01,Traditional,Rainfed,781.2,26.1,78.0,135.3,5.91,305.5,1.236,334.0,3.777,4.08,1799.5,8.42,6723.84,56544.78,-49820.94,28.8,25.0
2256,2023,Zaid,Barley,Punjab,Large,6.51,Clay,6.27,High-Yield Variety,Sprinkler,59.6,32.3,51.0,119.1,3.66,207.1,1.751,193.0,3.626,23.61,1917.0,9.74,40852.24,265041.49,-224189.25,39.4,33.1
2257,2024,Zaid,Barley,Uttar Pradesh,Small,4.74,Clay,7.32,High-Yield Variety,Borewell,148.7,32.6,44.6,195.6,3.17,363.8,0.903,331.0,3.286,15.57,1349.8,6.7,19608.09,195622.6,-176014.51,31.7,28.1
2258,2024,Kharif,Soybean,Jharkhand,Small,3.57,Black,7.06,High-Yield Variety,Drip,662.7,28.4,79.0,78.1,4.73,340.1,1.587,264.0,5.398,19.27,1961.9,5.08,35884.06,174743.67,-138859.61,39.9,36.8
2259,2021,Zaid,Groundnut,Uttar Pradesh,Small,2.25,Clay,7.31,Traditional,Canal,119.5,35.5,35.3,170.4,4.84,187.8,1.625,399.0,3.052,6.87,1582.9,6.67,10149.24,99803.69,-89654.45,28.2,17.2
2260,2023,Zaid,Mustard,Punjab,Small,2.4,Black,6.18,High-Yield Variety,Canal,48.3,34.1,52.7,130.7,1.96,184.2,1.126,398.0,2.073,4.98,1884.6,5.46,8872.98,116368.58,-107495.6,26.0,24.6
2261,2023,Kharif,Groundnut,Chhattisgarh,Medium,3.07,Sandy,6.63,Traditional,Canal,,30.7,80.9,,1.71,410.7,1.047,335.0,4.3,13.2,1919.3,3.74,24387.58,152917.73,-128530.15,44.6,27.2
2262,2024,Zaid,Rice,Jharkhand,Medium,4.79,Sandy,6.81,High-Yield Variety,Drip,169.5,32.7,39.6,80.1,2.79,188.3,2.925,339.0,5.509,26.39,1931.9,5.61,48119.88,196830.61,-148710.73,38.8,37.9
2263,2023,Kharif,Soybean,Odisha,Small,2.94,Clay,6.07,High-Yield Variety,Borewell,689.1,29.7,75.0,145.9,2.93,580.6,0.652,333.0,3.784,11.13,1896.2,10.23,18944.5,151620.31,-132675.81,25.8,21.7
2264,2023,Kharif,Soybean,Bihar,Small,1.05,Loamy,6.15,High-Yield Variety,Borewell,734.2,27.3,71.8,153.7,3.94,484.4,0.8,289.0,3.876,4.07,1874.6,9.32,6918.53,64611.36,-57692.83,36.1,33.1
2265,2022,Rabi,Groundnut,Assam,Small,3.29,Clay,6.95,Traditional,Borewell,232.8,16.5,65.2,83.5,4.89,363.3,0.952,270.0,3.459,11.38,2123.3,7.97,22237.06,145135.68,-122898.62,12.4,11.2
2266,2021,Zaid,Groundnut,Jharkhand,Medium,1.92,Black,7.39,High-Yield Variety,Rainfed,108.7,34.7,47.6,118.9,3.09,169.0,1.332,467.0,2.251,4.32,1715.5,4.89,7048.85,85637.23,-78588.38,14.3,10.8
2267,2024,Kharif,Mustard,Jharkhand,Small,2.91,Alluvial,6.91,High-Yield Variety,Borewell,744.3,27.0,77.5,141.2,3.96,570.8,0.583,221.0,3.33,9.69,1650.0,7.71,14756.4,142936.04,-128179.64,47.3,47.9
2268,2024,Zaid,Rice,Chhattisgarh,Small,1.82,Sandy,7.23,Traditional,Rainfed,127.4,35.0,45.3,102.9,3.83,182.6,2.17,310.0,3.962,7.21,1732.3,8.34,11448.75,77023.47,-65574.72,21.6,19.8
2269,2022,Kharif,Barley,Bihar,Small,2.87,Loamy,6.74,High-Yield Variety,Canal,707.7,33.1,78.5,143.4,4.47,455.5,1.092,347.0,4.976,14.28,1963.8,5.21,26583.03,143673.88,-117090.85,36.4,27.6
2270,2024,Zaid,Mustard,Jharkhand,Small,1.26,Loamy,5.57,Traditional,Drip,147.1,35.0,51.8,129.6,3.26,224.6,1.006,336.0,2.259,2.85,1688.4,6.05,4520.97,59387.23,-54866.26,37.8,41.3
2271,2021,Kharif,Wheat,Punjab,Small,3.26,Loamy,6.48,High-Yield Variety,Canal,793.2,27.0,84.2,101.9,1.53,491.3,1.119,270.0,5.498,17.92,1807.0,2.99,31411.46,162164.22,-130752.76,32.2,28.2
2272,2022,Kharif,Mustard,Odisha,Small,2.75,Black,7.38,Traditional,Canal,801.5,26.1,74.2,77.9,3.99,563.0,0.685,233.0,3.854,10.6,1759.5,6.05,17522.94,136073.25,-118550.31,43.4,39.3
2273,2021,Kharif,Groundnut,Uttar Pradesh,Large,1.57,Alluvial,6.83,High-Yield Variety,Drip,838.3,29.4,82.4,149.8,4.07,364.8,1.304,462.0,4.755,7.47,1553.7,3.2,11234.75,88343.86,-77109.11,44.0,31.8
2274,2022,Zaid,Rice,Assam,Small,1.21,Sandy,6.4,High-Yield Variety,Rainfed,93.2,35.4,51.2,67.2,3.95,142.0,2.117,437.0,3.005,3.64,1604.0,6.77,5443.14,55496.19,-50053.05,31.4,29.6
2275,2022,Kharif,Barley,Odisha,Small,6.36,Black,6.14,Traditional,Borewell,756.7,29.3,83.7,176.5,5.27,540.3,0.755,326.0,4.078,25.94,1902.3,12.44,43205.13,301245.98,-258040.85,28.8,29.1
2276,2023,Zaid,Mustard,West Bengal,Small,0.99,Black,6.33,High-Yield Variety,Borewell,84.7,35.4,53.0,121.3,2.81,371.8,0.489,333.0,1.818,1.8,1537.0,12.42,2423.08,48845.25,-46422.17,29.2,22.9
2277,2022,Zaid,Mustard,Chhattisgarh,Large,0.62,Clay,6.6,Traditional,Drip,79.0,35.0,49.1,105.1,2.22,236.7,1.099,453.0,2.601,1.61,1488.8,10.77,2138.75,33304.46,-31165.71,36.6,36.3
2278,2022,Kharif,Mustard,Chhattisgarh,Small,2.74,Sandy,6.13,High-Yield Variety,Canal,766.7,29.2,81.3,147.1,4.57,481.4,0.743,209.0,3.579,9.81,1555.8,4.88,14516.57,135545.93,-121029.36,40.2,34.7
2279,2022,Kharif,Maize,West Bengal,Large,2.53,Clay,6.65,Traditional,Rainfed,808.4,25.5,82.7,125.9,3.6,322.4,1.408,234.0,4.541,11.49,1881.3,9.97,19461.34,127138.9,-107677.56,43.6,38.3
2280,2021,Rabi,Wheat,Odisha,Medium,1.48,Alluvial,7.03,High-Yield Variety,Rainfed,123.1,26.4,61.1,97.6,1.82,180.8,2.175,253.0,3.933,5.82,2026.6,10.84,10516.64,60612.67,-50096.03,36.7,32.1
2281,2021,Kharif,Rice,West Bengal,Small,2.36,Clay,6.6,High-Yield Variety,Rainfed,708.8,28.7,70.1,138.8,4.47,283.0,1.51,260.0,4.273,10.08,1838.0,7.41,17153.1,121896.81,-104743.71,26.1,26.8
2282,2024,Kharif,Sugarcane,Assam,Small,0.8,Loamy,6.77,High-Yield Variety,Canal,865.2,25.9,75.9,152.0,5.87,481.9,7.424,221.0,35.776,28.62,,6.68,50979.83,53231.93,-2252.1,31.9,32.4
2283,2023,Kharif,Mustard,Odisha,Small,2.87,Black,6.61,Traditional,Borewell,796.0,30.7,69.5,68.5,2.45,609.0,0.381,272.0,2.322,6.66,1817.7,9.4,10968.6,142086.16,-131117.56,51.3,49.1
2284,2023,Zaid,Wheat,Punjab,Small,3.71,Alluvial,6.26,Traditional,Sprinkler,156.3,34.0,48.8,121.6,1.55,263.3,1.405,206.0,3.698,13.72,1728.0,5.07,22507.0,153111.05,-130604.05,37.2,31.2
2285,2024,Zaid,Sugarcane,Odisha,Small,0.96,Alluvial,7.42,High-Yield Variety,Canal,127.9,35.3,49.5,115.5,4.26,341.8,7.477,292.0,25.56,24.54,1661.3,6.3,38199.13,40889.62,-2690.49,13.6,12.7
2286,2023,Kharif,Mustard,Uttar Pradesh,Small,5.79,Loamy,6.19,High-Yield Variety,Drip,785.5,28.1,81.1,122.8,2.97,306.0,1.0,401.0,3.061,17.73,1637.9,10.33,26040.01,276267.41,-250227.4,40.3,26.8
2287,2021,Rabi,Sugarcane,Jharkhand,Small,2.03,Alluvial,5.76,High-Yield Variety,Rainfed,198.3,19.1,54.0,154.0,3.12,170.9,14.037,209.0,23.989,48.7,1931.8,8.08,86477.02,88955.79,-2478.77,12.9,12.6
2288,2022,Rabi,Mustard,Punjab,Small,2.03,Sandy,6.4,Traditional,Sprinkler,180.1,19.5,65.1,154.1,3.14,216.7,1.431,224.0,3.101,6.3,2112.9,8.79,12140.53,92007.22,-79866.69,29.4,21.9
2289,2021,Rabi,Mustard,Uttar Pradesh,Medium,3.01,Black,5.47,High-Yield Variety,Drip,164.9,20.3,56.5,91.7,4.68,144.5,2.283,295.0,3.298,9.93,1812.2,4.96,17102.21,133725.57,-116623.36,27.0,20.8
2290,2022,Rabi,Sugarcane,Chhattisgarh,Small,1.86,Sandy,6.72,High-Yield Variety,Rainfed,300.8,22.7,54.3,110.0,3.16,197.8,12.373,436.0,,45.52,2056.4,0.9,92767.26,84747.36,8019.9,23.6,18.9
2291,2023,Kharif,Soybean,Bihar,Medium,1.92,Sandy,7.14,High-Yield Variety,Canal,894.3,25.1,75.7,164.9,5.25,611.6,0.761,305.0,4.654,8.94,1788.5,7.46,14796.16,104172.63,-89376.47,56.7,49.1
2292,2021,Rabi,Maize,Chhattisgarh,Small,2.43,Clay,6.88,High-Yield Variety,Rainfed,264.6,24.0,48.2,97.5,4.19,176.2,2.637,433.0,4.648,11.29,1798.5,3.92,19508.7,112425.54,-92916.84,29.7,27.0
2293,2023,Kharif,Rice,West Bengal,Medium,2.7,Black,7.69,Traditional,,706.3,28.1,79.2,106.3,4.3,456.5,1.382,306.0,,17.04,1861.5,7.48,29345.42,138378.46,-109033.04,34.5,38.0
2294,2023,Zaid,Wheat,Punjab,Small,5.13,Clay,8.16,Traditional,Drip,75.5,34.4,53.1,99.2,0.51,164.0,2.795,442.0,4.582,23.51,1602.5,7.81,34732.66,206254.71,-171522.05,38.9,31.4
2295,2021,Rabi,Mustard,Chhattisgarh,Medium,1.62,Sandy,5.86,Traditional,Canal,173.0,21.6,53.4,123.1,3.8,296.4,0.84,265.0,2.49,4.03,2137.0,1.57,8477.06,78097.15,-69620.09,19.6,14.1
2296,2021,Rabi,Wheat,Chhattisgarh,Large,1.9,Sandy,6.56,High-Yield Variety,Canal,126.3,19.4,59.6,104.0,3.4,281.0,1.723,393.0,4.842,9.2,2031.1,5.71,17618.9,85786.9,-68168.0,13.2,12.5
2297,2021,Rabi,Wheat,Bihar,Medium,2.01,Alluvial,6.73,High-Yield Variety,Sprinkler,230.2,21.1,53.0,116.0,2.58,274.5,1.726,190.0,4.736,9.52,2004.9,7.61,17634.78,89379.98,-71745.2,24.7,24.4
2298,2021,Rabi,Wheat,Punjab,Large,3.8,Alluvial,6.53,High-Yield Variety,Canal,239.7,25.3,64.4,104.3,2.15,349.7,1.423,221.0,4.976,18.91,2096.9,4.39,37912.61,161494.32,-123581.71,36.2,28.8
2299,2023,Zaid,Wheat,Jharkhand,Large,1.22,Sandy,6.27,High-Yield Variety,Canal,133.9,36.5,54.3,119.9,3.17,234.3,1.818,322.0,4.261,5.2,1623.6,6.91,7859.31,63155.5,-55296.19,17.0,13.9
2300,2024,Zaid,Rice,Chhattisgarh,Small,4.32,Alluvial,6.64,Traditional,Drip,261.6,33.5,46.7,159.3,4.37,246.8,1.807,325.0,4.46,19.27,1911.1,5.78,34699.17,180800.89,-146101.72,29.4,22.8
2301,2022,Kharif,Rice,Uttar Pradesh,Medium,1.56,Black,6.98,Traditional,Sprinkler,846.4,24.8,78.3,172.1,2.94,458.7,1.369,309.0,6.278,9.79,1643.5,10.44,14410.01,77691.6,-63281.59,43.2,43.3
2302,2024,Rabi,Mustard,Assam,Medium,1.21,Clay,,High-Yield Variety,Borewell,214.0,24.7,66.9,144.4,2.11,330.5,1.033,370.0,3.416,4.13,1957.9,3.99,7763.44,64416.05,-56652.61,11.2,9.2
2303,2024,Kharif,Barley,Bihar,Medium,0.95,Clay,7.11,Traditional,Borewell,769.8,24.5,88.3,152.1,5.03,541.5,0.923,221.0,4.999,4.75,1929.2,4.61,8741.36,52254.35,-43512.99,41.4,39.9
2304,2023,Rabi,Rice,West Bengal,Small,2.73,Clay,6.97,Traditional,Rainfed,208.7,20.9,63.3,72.7,1.96,177.6,2.473,215.0,4.392,11.99,2233.4,4.1,25680.58,118190.54,-92509.96,23.6,15.3
2305,2021,Kharif,Barley,Bihar,Medium,2.67,Sandy,7.34,Traditional,Canal,847.6,26.4,76.8,120.8,4.11,509.4,0.968,376.0,4.931,13.16,1837.0,11.72,21341.3,131520.2,-110178.9,52.7,56.5
2306,2024,Rabi,Wheat,Chhattisgarh,Small,1.21,Alluvial,6.45,Traditional,Sprinkler,178.9,21.5,63.2,149.5,3.65,234.5,2.167,282.0,5.082,6.15,2027.4,9.23,11318.08,58317.3,-46999.22,32.6,27.7
2307,2022,Kharif,Maize,Jharkhand,Large,1.88,Sandy,7.05,Traditional,Sprinkler,731.1,30.7,79.4,104.3,4.96,399.5,1.807,346.0,7.217,13.57,1956.2,9.47,24032.37,97272.26,-73239.89,49.7,36.0
2308,2022,Rabi,Barley,West Bengal,Small,2.55,Clay,6.0,High-Yield Variety,Rainfed,150.8,17.4,54.4,130.0,2.5,167.5,1.855,459.0,3.107,7.92,2020.5,7.44,14811.76,114676.81,-99865.05,16.1,9.9
2309,2021,Zaid,Mustard,Punjab,Small,1.81,Clay,6.06,Traditional,Rainfed,92.4,32.5,38.6,89.9,3.47,172.8,1.177,260.0,2.033,3.68,1637.4,9.73,5438.94,81813.88,-76374.94,26.8,21.1
2310,2024,Kharif,Groundnut,Jharkhand,Small,4.41,Clay,6.68,High-Yield Variety,Canal,777.0,30.1,75.6,133.9,3.67,554.8,0.679,275.0,3.768,16.62,1676.8,11.87,24559.38,213684.12,-189124.74,37.0,22.2
2311,2023,Rabi,Maize,Assam,Medium,1.44,Loamy,6.99,High-Yield Variety,Borewell,340.7,20.3,59.5,131.2,4.27,412.5,1.417,311.0,5.845,8.42,2150.1,6.21,16979.46,73447.61,-56468.15,16.4,12.0
2312,2021,Rabi,Mustard,Uttar Pradesh,Medium,5.64,Sandy,6.38,Traditional,Canal,118.4,21.2,61.5,132.7,3.76,286.4,0.953,185.0,2.728,15.39,2196.9,7.51,31270.93,238428.25,-207157.32,20.1,18.5
2313,2022,Zaid,Groundnut,Punjab,Small,2.49,Clay,7.32,High-Yield Variety,Borewell,137.5,31.5,41.3,,4.22,312.0,0.891,348.0,2.781,6.93,2107.2,11.75,12886.23,115121.68,-102235.45,15.9,11.1
2314,2021,Kharif,Sugarcane,Chhattisgarh,Large,3.85,Alluvial,6.63,High-Yield Variety,Rainfed,732.4,28.6,73.0,160.6,3.79,271.5,10.247,334.0,27.817,107.09,1915.0,9.58,185430.27,187454.99,-2024.72,19.9,15.5
2315,2022,Rabi,Rice,Chhattisgarh,Small,1.29,Loamy,6.15,High-Yield Variety,Canal,190.2,21.4,55.4,115.2,2.95,350.4,1.404,185.0,4.919,6.35,1883.7,2.61,11649.4,59146.78,-47497.38,20.8,20.1
2316,2024,Rabi,Rice,Bihar,Small,1.36,Sandy,6.62,High-Yield Variety,Drip,246.5,22.6,53.6,118.6,1.36,237.9,2.665,345.0,6.34,8.62,2202.7,3.88,18251.0,65788.24,-47537.24,43.6,41.3
